"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","FBSP.TriageSCG.dramc__read_throughput.avg.pct_of_peak_sustained_elapsed","FBSP.TriageSCG.dramc__throughput.avg.pct_of_peak_sustained_elapsed","FBSP.TriageSCG.dramc__write_throughput.avg.pct_of_peak_sustained_elapsed","FE_B.TriageAC.gr__ctas_launched_queue_sync.sum","LTS.TriageSCG.lts__average_t_sector_hit_rate_realtime.pct","LTS.TriageSCG.lts__throughput.avg.pct_of_peak_sustained_elapsed","SM_A.TriageAC.l1tex__data_pipe_lsu_wavefronts.avg","SM_A.TriageAC.l1tex__lsu_writeback_active.avg","SM_A.TriageAC.sm__cycles_active.avg","SM_A.TriageAC.sm__inst_executed_realtime.avg.per_cycle_active","SM_A.TriageSCG.l1tex__throughput.avg.pct_of_peak_sustained_elapsed","SM_A.TriageSCG.sm__inst_executed_pipe_alu_realtime.avg.pct_of_peak_sustained_elapsed","SM_B.TriageAC.l1tex__t_sector_hit_rate.pct","SM_C.TriageSCG.smsp__inst_executed_pipe_fmaheavy.avg.pct_of_peak_sustained_elapsed","SM_C.TriageSCG.smsp__inst_executed_pipe_fmalite.avg.pct_of_peak_sustained_elapsed","TriageAC.tpc__warps_active_realtime.avg.per_cycle_active","TriageAC.tpc__warps_active_realtime.sum.per_cycle_active","c2clink__enabled_mask","c2clink__present","derived__avg_thread_executed","derived__avg_thread_executed_true","derived__avg_thread_unexecuted_true","derived__derivative_avg_thread_executed_true","derived__l1tex__lsu_writeback_bytes_mem_lg.sum.peak_sustained","derived__l1tex__lsu_writeback_bytes_mem_lg.sum.per_second","derived__local_spilling_requests","derived__local_spilling_requests_pct","derived__lts__lts2xbar_bytes.sum.peak_sustained","derived__lts__lts2xbar_bytes.sum.per_second","derived__memory_l1_conflicts_shared_nway","derived__memory_l1_wavefronts_shared_excessive","derived__memory_l2_theoretical_sectors_global_excessive","derived__pct_occupancy_per_block_size","derived__pct_occupancy_per_register_count","derived__pct_occupancy_per_shared_mem_size","derived__sm__sass_thread_inst_executed_op_dfma_pred_on_x2","derived__sm__sass_thread_inst_executed_op_ffma_pred_on_x2","derived__sm__sass_thread_inst_executed_op_hfma_pred_on_x4","derived__smsp__inst_executed_op_branch_pct","derived__smsp__sass_thread_inst_executed_op_dfma_pred_on_x2","derived__smsp__sass_thread_inst_executed_op_ffma_pred_on_x2","derived__smsp__sass_thread_inst_executed_op_hadd_pred_on_x2","derived__smsp__sass_thread_inst_executed_op_hfma_pred_on_x4","derived__smsp__sass_thread_inst_executed_op_hmul_pred_on_x2","derived_tempMetric0","derived_tempMetric1","derived_tempMetric2","derived_tempMetric3","derived_tempMetric4","derived_tempMetric5","device__attribute_architecture","device__attribute_async_engine_count","device__attribute_can_flush_remote_writes","device__attribute_can_map_host_memory","device__attribute_can_tex2d_gather","device__attribute_can_use_64_bit_stream_mem_ops","device__attribute_can_use_64_bit_stream_mem_ops_v1","device__attribute_can_use_host_pointer_for_registered_mem","device__attribute_can_use_stream_mem_ops_v1","device__attribute_can_use_stream_wait_value_nor","device__attribute_can_use_stream_wait_value_nor_v1","device__attribute_chip","device__attribute_clock_rate","device__attribute_cluster_launch","device__attribute_compute_capability_major","device__attribute_compute_capability_minor","device__attribute_compute_mode","device__attribute_compute_preemption_supported","device__attribute_concurrent_kernels","device__attribute_concurrent_managed_access","device__attribute_confidential_computing_mode","device__attribute_cooperative_launch","device__attribute_cooperative_multi_device_launch","device__attribute_deferred_mapping_cuda_array_supported","device__attribute_device_index","device__attribute_direct_managed_mem_access_from_host","device__attribute_display_name","device__attribute_dma_buf_supported","device__attribute_ecc_enabled","device__attribute_fb_bus_width","device__attribute_fbp_count","device__attribute_generic_compression_supported","device__attribute_global_l1_cache_supported","device__attribute_global_memory_bus_width","device__attribute_gpu_direct_rdma_flush_writes_options","device__attribute_gpu_direct_rdma_supported","device__attribute_gpu_direct_rdma_with_cuda_vmm_supported","device__attribute_gpu_direct_rdma_writes_ordering","device__attribute_gpu_overlap","device__attribute_gpu_pci_device_id","device__attribute_gpu_pci_ext_device_id","device__attribute_gpu_pci_ext_downstream_link_rate","device__attribute_gpu_pci_ext_downstream_link_width","device__attribute_gpu_pci_ext_gen","device__attribute_gpu_pci_ext_gpu_gen","device__attribute_gpu_pci_ext_gpu_link_rate","device__attribute_gpu_pci_ext_gpu_link_width","device__attribute_gpu_pci_revision_id","device__attribute_gpu_pci_sub_system_id","device__attribute_handle_type_fabric_supported","device__attribute_handle_type_posix_file_descriptor_supported","device__attribute_handle_type_win32_handle_supported","device__attribute_handle_type_win32_kmt_handle_supported","device__attribute_host_native_atomic_supported","device__attribute_host_numa_id","device__attribute_host_register_supported","device__attribute_implementation","device__attribute_integrated","device__attribute_ipc_event_supported","device__attribute_kernel_exec_timeout","device__attribute_l2_cache_size","device__attribute_l2s_count","device__attribute_limits_max_cta_per_sm","device__attribute_limits_num_tpcs","device__attribute_local_l1_cache_supported","device__attribute_managed_memory","device__attribute_max_access_policy_window_size","device__attribute_max_block_dim_x","device__attribute_max_block_dim_y","device__attribute_max_block_dim_z","device__attribute_max_blocks_per_multiprocessor","device__attribute_max_gpu_frequency_khz","device__attribute_max_grid_dim_x","device__attribute_max_grid_dim_y","device__attribute_max_grid_dim_z","device__attribute_max_ipc_per_multiprocessor","device__attribute_max_ipc_per_scheduler","device__attribute_max_mem_frequency_khz","device__attribute_max_persisting_l2_cache_size","device__attribute_max_pitch","device__attribute_max_registers_per_block","device__attribute_max_registers_per_multiprocessor","device__attribute_max_registers_per_thread","device__attribute_max_shared_memory_per_block","device__attribute_max_shared_memory_per_block_optin","device__attribute_max_shared_memory_per_multiprocessor","device__attribute_max_threads_per_block","device__attribute_max_threads_per_multiprocessor","device__attribute_max_warps_per_multiprocessor","device__attribute_max_warps_per_scheduler","device__attribute_maximum_surface1d_layered_layers","device__attribute_maximum_surface1d_layered_width","device__attribute_maximum_surface1d_width","device__attribute_maximum_surface2d_height","device__attribute_maximum_surface2d_layered_height","device__attribute_maximum_surface2d_layered_layers","device__attribute_maximum_surface2d_layered_width","device__attribute_maximum_surface2d_width","device__attribute_maximum_surface3d_depth","device__attribute_maximum_surface3d_height","device__attribute_maximum_surface3d_width","device__attribute_maximum_surfacecubemap_layered_layers","device__attribute_maximum_surfacecubemap_layered_width","device__attribute_maximum_surfacecubemap_width","device__attribute_maximum_texture1d_layered_layers","device__attribute_maximum_texture1d_layered_width","device__attribute_maximum_texture1d_linear_width","device__attribute_maximum_texture1d_mipmapped_width","device__attribute_maximum_texture1d_width","device__attribute_maximum_texture2d_gather_height","device__attribute_maximum_texture2d_gather_width","device__attribute_maximum_texture2d_height","device__attribute_maximum_texture2d_layered_height","device__attribute_maximum_texture2d_layered_layers","device__attribute_maximum_texture2d_layered_width","device__attribute_maximum_texture2d_linear_height","device__attribute_maximum_texture2d_linear_pitch","device__attribute_maximum_texture2d_linear_width","device__attribute_maximum_texture2d_mipmapped_height","device__attribute_maximum_texture2d_mipmapped_width","device__attribute_maximum_texture2d_width","device__attribute_maximum_texture3d_depth","device__attribute_maximum_texture3d_depth_alternate","device__attribute_maximum_texture3d_height","device__attribute_maximum_texture3d_height_alternate","device__attribute_maximum_texture3d_width","device__attribute_maximum_texture3d_width_alternate","device__attribute_maximum_texturecubemap_layered_layers","device__attribute_maximum_texturecubemap_layered_width","device__attribute_maximum_texturecubemap_width","device__attribute_mem_sync_domain_count","device__attribute_memory_clock_rate","device__attribute_memory_pools_supported","device__attribute_mempool_supported_handle_types","device__attribute_mps_enabled","device__attribute_multi_gpu_board","device__attribute_multi_gpu_board_group_id","device__attribute_multicast_supported","device__attribute_multiprocessor_count","device__attribute_num_l2s_per_fbp","device__attribute_num_schedulers_per_multiprocessor","device__attribute_num_tex_per_multiprocessor","device__attribute_numa_config","device__attribute_pageable_memory_access","device__attribute_pageable_memory_access_uses_host_page_tables","device__attribute_pci_bus_id","device__attribute_pci_device_id","device__attribute_pci_domain_id","device__attribute_ram_location","device__attribute_ram_type","device__attribute_reserved_shared_memory_per_block","device__attribute_sass_level","device__attribute_single_to_double_precision_perf_ratio","device__attribute_sparse_cuda_array_supported","device__attribute_stream_priorities_supported","device__attribute_surface_alignment","device__attribute_tcc_driver","device__attribute_tensor_map_access_supported","device__attribute_texture_alignment","device__attribute_texture_pitch_alignment","device__attribute_total_constant_memory","device__attribute_total_memory","device__attribute_unified_addressing","device__attribute_unified_function_pointers","device__attribute_virtual_address_management_supported","device__attribute_warp_size","dram__bytes.avg.peak_sustained","dram__bytes.avg.per_second","dram__bytes.max.peak_sustained","dram__bytes.max.per_second","dram__bytes.min.peak_sustained","dram__bytes.min.per_second","dram__bytes.sum.peak_sustained","dram__bytes.sum.per_second","dram__bytes_read.sum","dram__bytes_read.sum.pct_of_peak_sustained_elapsed","dram__bytes_read.sum.per_second","dram__bytes_write.sum","dram__bytes_write.sum.pct_of_peak_sustained_elapsed","dram__bytes_write.sum.per_second","dram__cycles_active.avg","dram__cycles_active.avg.pct_of_peak_sustained_elapsed","dram__cycles_active.max","dram__cycles_active.max.pct_of_peak_sustained_elapsed","dram__cycles_active.min","dram__cycles_active.min.pct_of_peak_sustained_elapsed","dram__cycles_active.sum","dram__cycles_active.sum.pct_of_peak_sustained_elapsed","dram__cycles_elapsed.avg","dram__cycles_elapsed.avg.per_second","dram__cycles_elapsed.max","dram__cycles_elapsed.max.per_second","dram__cycles_elapsed.min","dram__cycles_elapsed.min.per_second","dram__cycles_elapsed.sum","dram__cycles_elapsed.sum.per_second","dram__sectors_read.sum","dram__sectors_write.sum","fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed","fbpa__dram_sectors.max.pct_of_peak_sustained_elapsed","fbpa__dram_sectors.min.pct_of_peak_sustained_elapsed","fbpa__dram_sectors.sum.pct_of_peak_sustained_elapsed","gcc__average_cache_request_hit_rate.pct","gcc__cache_requests_type_constant.sum","gcc__cache_requests_type_constant.sum.pct_of_peak_sustained_elapsed","gcc__cache_requests_type_instruction.sum","gcc__cache_requests_type_instruction.sum.pct_of_peak_sustained_elapsed","gcc__xbar2gcc_sectors.sum","gcc__xbar2gcc_sectors.sum.pct_of_peak_sustained_elapsed","gpc__cycles_elapsed.avg","gpc__cycles_elapsed.avg.per_second","gpc__cycles_elapsed.max","gpc__cycles_elapsed.max.per_second","gpc__cycles_elapsed.min","gpc__cycles_elapsed.min.per_second","gpc__cycles_elapsed.sum","gpc__cycles_elapsed.sum.per_second","gpu__compute_memory_access_throughput.avg.pct_of_peak_sustained_elapsed","gpu__compute_memory_access_throughput.max.pct_of_peak_sustained_elapsed","gpu__compute_memory_access_throughput.min.pct_of_peak_sustained_elapsed","gpu__compute_memory_access_throughput.sum.pct_of_peak_sustained_elapsed","gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","gpu__compute_memory_access_throughput_internal_activity.max.pct_of_peak_sustained_elapsed","gpu__compute_memory_access_throughput_internal_activity.min.pct_of_peak_sustained_elapsed","gpu__compute_memory_access_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed","gpu__compute_memory_request_throughput.avg.pct_of_peak_sustained_elapsed","gpu__compute_memory_request_throughput.max.pct_of_peak_sustained_elapsed","gpu__compute_memory_request_throughput.min.pct_of_peak_sustained_elapsed","gpu__compute_memory_request_throughput.sum.pct_of_peak_sustained_elapsed","gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","gpu__compute_memory_request_throughput_internal_activity.max.pct_of_peak_sustained_elapsed","gpu__compute_memory_request_throughput_internal_activity.min.pct_of_peak_sustained_elapsed","gpu__compute_memory_request_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","gpu__compute_memory_throughput.max.pct_of_peak_sustained_elapsed","gpu__compute_memory_throughput.min.pct_of_peak_sustained_elapsed","gpu__compute_memory_throughput.sum.pct_of_peak_sustained_elapsed","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","gpu__dram_throughput.max.pct_of_peak_sustained_elapsed","gpu__dram_throughput.min.pct_of_peak_sustained_elapsed